epoch,step,train_loss
0,49,8.469988822937012
0,99,5.350903034210205
0,149,4.288920879364014
0,199,4.578321933746338
0,249,3.102262258529663
0,299,9.644978523254395
0,349,9.899612426757812
0,399,4.661269187927246
0,449,2.4639110565185547
0,499,14.79980182647705
0,549,10.017961502075195
0,599,2.1214234828948975
0,649,2.906345844268799
0,699,2.604367256164551
0,749,3.4423277378082275
0,799,11.838580131530762
0,849,7.652239799499512
0,899,2.4037601947784424
0,949,2.9852943420410156
0,999,3.4163718223571777
0,1049,13.96600341796875
0,1099,2.3614072799682617
0,1149,2.1756677627563477
0,1199,6.535929203033447
0,1249,13.336464881896973
0,1299,10.835667610168457
0,1349,2.878964900970459
0,1399,2.645930528640747
0,1449,11.555764198303223
0,1499,3.062380790710449
0,1549,2.613889217376709
0,1599,2.8579397201538086
0,1649,2.8850042819976807
0,1699,3.195460081100464
0,1749,9.684743881225586
0,1799,2.7487990856170654
0,1849,1.631282925605774
1,1899,2.1088945865631104
1,1949,3.1544973850250244
1,1999,3.130906105041504
